Sentences,Explicit Bias,Implicit Bias,Emotional Intensity,Irony
四爱别来水仙靠边异性恋滚开双性恋退后同性恋更是一巴掌泛性恋自觉离步跨物种撤步跨次元懒得说跨性别恋无论男同女同还是异性踹一脚精神疾病以及各类小圈癖好全都抽一鞭,1,1,1,0
好恨自己是个双性恋，为什么自己不能是一个纯粹的异性恋或者是同性恋,0,0,1,0
爱填满空白超话怎么说呢，明确知道姐姬圈大佬，私下还坐腿上贴贴，妹，你别太爱！一个姬圈大佬，私下让妹坐腿上贴贴！姐！你对妹的心思直白白写脸上了啊喂！,0,0,1,0
推送里两个癫公同性恋敢在社交平台喊话，不敢在现实生活里找对方,1,1,0,0
然后我为什么知道ID人喜欢被打，这个英语老师人气可高了，为啥，长的好看开大奔，背那个名牌包，嫁“豪门”天天让那些围着他的人去他的第栋房子里面做客。然后那些人一个个往前凑啊，天天被打还往前凑，被打的可高兴了我的天最喜欢往前凑的两个人当上了“课代表”，这两个人什么特点，那种我不知道能不能叫同性恋的喜欢靠着女高个子的人，天天喜欢来靠着我，想往我这凑，烦的,0,0,1,0
男的都有病不是我说。。。真的无语我为什么不是同性恋啊,0,0,1,0
老子快被同性恋吓晕了。。,1,1,1,0
今天看到最好笑的一个病假理由：“老板我急出同性恋了要去看病”,1,1,1,1
我觉得达芬奇可能不是同性恋，而是无性恋就跟福尔摩斯差不多兴趣点都不在感情上。太聪明的人可能就对人类情感没兴趣了,0,0,0,0
吮指 啊啊啊啊啊啊笑死我了 笑得 不是，这拉瑞安都自己发了证明也觉得获得这个奖挺好的，一堆崆峒的上赶着替拉瑞安当发言人说这个奖蹭、这个奖没价值、说游戏不是靠同性恋火的，不是，谁问你们了,1,0,1,1
你们知道ibe受众是小学生吗？在小学生节目里搞同性恋真是罪大恶极,1,1,1,0
谁把他修仙玄幻男频小说换成同性恋主题调理一下吧，少看点天蚕土豆唐家三少了,0,0,1,0
我在小小的屏幕里出生了 同性恋恶魔登场 把我们当外人？还是生分了 冰昊你们不亲不抱是什么意思,1,0,1,1
谢谢你什么老师 谢谢你什么老师 这种说法是没有科学依据的。同性恋是一种正常的情感状态，没有好坏之分。每个人都应该被尊重和平等对待，不应该因为他们的性取向而受到歧视或评判。我们应该以开放、包容的心态看待每个人，并努力消除偏见和歧视。,0,0,0,0
【韩恋综同志情侣交往三年后宣布分手】曾参加韩国恋综《我们结婚，好吗？》的男同志情侣朴宝诚、金敏俊在日前宣布两人已和平分手。韩国酷儿恋爱实境秀《我们结婚，好吗？》在2022年播出时引起轰动，而如今其中一对男同志情侣朴宝诚、金敏俊竟然无预警在今年1月21日宣布分手，而金敏俊也录了影片向粉丝们好好交代两人的感受和去向。#O网页链接##LGBT##O网页链接##同性情侣#O韩恋综同志情侣交往三年后宣布分手,0,0,0,0
不双播是因为总局有限制同性恋情侣一年可以合体出现次数吗？,0,0,1,1
问男朋友我变成蟑螂了还爱不爱我有什么用，你又不会真的变蟑螂，哄哄你还不容易。其实根本不需要问，也不需要跨物种，你只要跨性别你男朋友就不爱你了，如果不是，那看你能不能接受吧，反正直女不要双也不会被骂。还有问妈的，你不用变成蟑螂你只要变成同性恋你妈就不爱你了，还爱就是东亚好妈妈。,1,0,0,0
叶罗丽肥宅水超话一直都不喜欢同性恋但是看了这个超话也挺好的,1,0,0,0
爸你可是同性恋啊！！,1,1,1,0
我去、，有同性恋,1,1,1,0
最大的爱好嗑CP，真是最上头的爱好，CP感也是个看缘分的事情从娱乐圈到配音圈再到体育圈，从异性恋到同性恋，从青年到中年，真是越来越全面了,0,0,0,0
厌男应该厌全部男人而不是骂顺直男舔同性恋,1,1,1,0
男，25岁，自幼热爱同性，对异性毫无兴趣。父母心碎💔。,0,1,1,0
环球好剧安利头条博主说由同名小说改编的泰腐EyeContactTheSeries将于年播出，该剧以三对BL情侣和一对女同性恋为主角，讲述了调皮滥交的Sun和矮个子富家继承人Nu之间的浪漫故事。敬请期待,0,0,0,0
最近在干嘛？在建设两个最恐同的锅加搞同性恋,1,0,1,1
“手术果实真有那么厉害，你为什么不先治治你的同性恋？”,1,1,1,1
来成都Pose喝酒的男同，总给我一种平时在县城里啃老不上班，几百年才来一次省会城市喝酒的县城逼同性恋。,1,1,1,0
最费解的一件事：尊重跨性别的客观存在对顺性别来说真的很难吗？lgbt里性向纠纷还能解释为性缘互斥和觉得谁都在觊觎自己皮燕子同性恋一定会yy自己的自恋心态。但性别认知这种事和尊重有人就是不喜欢吃香菜是同一个再简单不过的道理。玩游戏都能自由选择自己的皮肤自己的人物性别，现实世界科技允许的情况下怎么不能呢？,0,0,1,0
我要是给我担喂变成同性恋的药丸我都得合计合计他能不能跟我最讨厌的队友谈恋爱,1,1,1,1
宋父：《我儿子不仅是同性恋还想要结婚》陆狗：《我和宋且既然不是亲兄弟那就结婚》宋且：《我要逃婚》依旧疯的很美好。且看咱们宋宝能不能忽悠成功，然后跑路（逃婚？哈哈哈哈哈哈哈放心吧，是你们猜不到的火葬场。我在晋江文学城阅读了《万人嫌身娇体弱》吞下这颗来自大晋江的安利吧O网页链接O网页链接,0,0,0,0
《多久能彻底排除HIV感染？看图！》gay超话我是同性恋hiv超话艾滋病超话世界艾滋病日超话跨性别O多久能彻底排除HIV感染？看图！,0,0,0,0
我真的腐了好多年同龄人还不知道同性恋是啥的时候我就已经在班级里四处磕cp了想想真是老脸一红,0,0,0,0
搞同性恋和当异性恋都没有当梦女来的实在，三样都是虚的，但是当梦女一定会浅尝辄止且不会受伤。。。另外俩就是坑。。,0,0,1,0
此三角恋稳固的原因：哥是同性恋，朋友是异性恋，妹是半无性恋，而三人都觉得没了剩下两个自己也会死啊！,0,0,1,0
低幼腐人能不能正常一点，两个同性恋中间夹个女的，是不是可方便代入了啊，最好再给他俩代孕？在评论下面说夹心饼干的口吻像极了猥琐男。支持这种三观不正的东西就是给自己的坟墓撒土，腐人为了磕腐已经甘愿被无限矮化女性身份了，你磕之前能不能脱下裤子看看自己是谁，真把死男同当上等人了稍微有点女性意识都看不下去的东西，只有这些东西在磕生磕死,1,1,1,1
和她分手了，刚在一起时总是很甜蜜，后来却频频出问题，不是这不对就是那不对，总有闹不完的矛盾。那天我实在太想她了就去找她，走到家门口，突然听见被我甩的前女友那独特的笑声。“你把他甩了？”“宝贝，他敢甩你，也得让他尝尝被甩的滋味。”我想起来她跟我说过，她曾是个同性恋。,0,1,1,1
有人问我520是什么意思：时代少年团5个直男，2个同性恋，0是宋亚轩,0,0,0,0
同性恋为不被直双跨绑架而诉说homophobia，这根本不涉及其他人的私人领域；但双性恋却因别人不接受约会而诉说biphobia，跨子也因别人不接受约会而诉说transphobia，让我们猜一猜哪些群体是真的没人要并且也不愿意内部消化的垃圾,1,1,1,1
哪些人是艾滋病高风险人群同性恋。男同。,1,1,1,0
老子真的怒了，讲了那么多遍你都记不住我不是异性恋不是同性恋不是双性恋，老子是无性恋！,0,0,1,0
已经是非常严重的边界冒犯行为了，而且要考虑出柜是否具有政治意义了；是很多所谓的Lib社群都存在针对同性恋的不解和歧视，更别说对跨性别（还记得前年哪个大学的同志社区因为爆出歧视跨性别言论导致那跨儿愤然离职的事吗）；是没能力别胡乱提供一些超出自己领域和能力的帮助,1,0,1,0
同性恋异性恋都是苦，人类别相爱了。,1,1,1,0
那天我躺在床上跟午饭说，你知道吗，我们虽然很多事情都是一样的观点，可是我们的出发点是不一样的，你能包容万物是因为你包容万物，我是因为冷漠，我不care那些，这个世界到底要不要变好怎么变好，大家到底要不要生小孩同性恋还是异性恋，女权还是男权是什么政治立场我都不关心。午饭问我那如果现实中女性遭遇了不公你要出来发声吗？我说如果是我自己或者朋友家人我会，陌生人我不会。过去几年里我已经看到并且深刻感受到了，不管是多么底层的人，不管他们曾经遭遇多少不公，一有机会他们还是会向更底层的人施暴，每个人都摆脱不了人类的劣根性。我再没有期待这个世界变好的想法，只能握住身边的人的手，他们要如何便如何，你要如何就如何。我只能做到这样了。,0,1,1,0
红脖子恨LGBT，大家都知道，其实红脖子现在最恨的反而是T。其实按照社会发展规律，反而不应该，变性人比同性恋更早被美国社会大规模接受。这其中民主党搞的花活“功不可没”，成功把很多中立派推向另外一边。不说不变性就能上认同性别的厕所、强奸犯被捕后火速自称女性这种事情了，哪怕在文化体育领域，民主党反而更青睐那些没有做变性手术的人，就说这两位被美国民主党嘉奖的“杰出女性”吧。DylanMulvaney，本来是美国一个名不见经传的小演员，后来拍TikTok当网红，2018年说自己是男同性恋，2020年，说自己是non-binary，非二元性别，2022年，表示自己自我认同为女性，但是没有做变性手术。没多久就获得了拜登接见，还成为拜登团队的社交媒体跨性别方面议题顾问。2023年，又说自己是女同性恋了。美国大部分人都觉得，Dylan并不是跨性别，只是叠buff。但是不妨碍Dylan在民主党那边吃香，不仅仅拜登接见，还代言百威和耐克女装。然后就反弹了，百威在美国销量暴跌。另外一位LiaThomas也很离谱，此人曾经是男性游泳运动员，但是每次比赛排名几十名开外那种，然后，突然宣布自己是女的，也不做手术就参加女子比赛，经常拿冠军。其他女子运动员抗议，民主党就说，你们歧视跨性别啊。这人没做任何手术，也就是某部分没切，但是还用女更衣室，不让用女更衣室就是歧视，其他女运动员被迫看到他没有切的地方。女运动员不满，那就是歧视。最近美国媒体报道，Thomas要起诉国际泳联和奥委会，不想只在美国扑腾，要参加国际比赛。要是通过了女子项目就完了。真正变性的凯特琳詹纳（原男子奥运冠军布鲁斯詹纳，卡戴珊前继父）都批评这种人投机取巧，影响真正的变性人权益。但是民主党就是捧，就是要让这方面矛盾激化。,1,1,1,1
玩博德的时候想卧槽这游戏同性恋太多了吧我异性恋一下，很稀有很前卫，然后想起来选的塔夫是第三性别，唉，难怪第一章的提夫林对我没好脸色看，埃尔托瑞尔的人民不够开放,1,1,1,0
为什么同性恋这么多？是因为男人太低质，女人不想嫁，男人娶不着。物以类聚，人以群分。相似的人聚在一起，开始同性间的恋爱。,1,1,1,0
李亚鹏直播哭穷我也好穷耶！去男士保健中心应聘，还被嫌弃太大了我是同性恋,0,1,1,0
杨艺淋超话啊啊啊啊世界是一个巨大的同性恋，昨天图书馆两个女生看到一对情侣在她们对面卿卿我我，于是投稿校园墙互骂，最后直接在图书馆门口线下对骂，听说那对情侣请了两个男同来帮忙骂那两个女生我特喵的,1,1,1,0
这就是传说中的工作是异性恋生活是同性恋,0,1,0,1
异性恋太有趣了，但是TF家族是一群很有意思的同性恋,0,0,0,0
世界的尽头是同性恋，同性恋的尽头是ttl,1,1,1,1
好好好这么在乎名分给你由糕卡娜污扮演的同性恋室友由糕卡娜污扮演的同性恋室友由糕卡娜污扮演的同性恋室友由糕卡娜污扮演的同性恋室友由糕卡娜污扮演的同性恋室友满意了吧不就是少说这几个字么给你补上gun吧,1,1,1,0
世界是一个巨大的精神病院，说自己是同性恋叫出柜，说自己是精神病叫出院,1,1,1,1
钕同性恋 两个傻女人,1,1,1,0
能不能不要给我推双男主了，我对同性恋一点兴趣都没有,0,1,1,0
一直很好奇，劳务在碗盆这里这么没有分寸感，是不是因为他已经直到了一种无法理解同性恋之间有爱的感觉，所以没有把碗盆和别的队友分的很清，因为我身边真的有这种蠢直男。。。,0,0,0,0
我没少在微博里抨击圈里母气的现象，在我看来也算是一种被歧视的一大原因，为什么别人不了解的一提到同性恋就会觉得很母，如果我要带对象回家见家长我对象母母的我都会觉得很奇怪，那这样为啥不找女人呢？,1,0,1,0
我特别的崩溃才刚毕业一年，奶奶就觉得我应该考虑早点结婚了我有的时候真的气的想说我是同性恋,0,0,1,0
和友友讨论为什么孔老师那么反同，估计是还当老师教书的时候最头疼的学生就是搞男铜，孔老师：我眼睛真是见不得脏东西，然后学姐也搞女铜，学宫同性恋太多了，孔老师就高举反同大旗，变成激进的反同斗士小郭不仅是带的最差的一个学生还搞男铜，很儒很刻板的老师就把同性恋和学习差画等号了，就那种“就是因为你搞同性恋成绩才会那么差！”，小郭不服，他抗议说明明学长也是男铜为什么你不骂他！但是日立老师毕竟是个老头，孔老师的世俗观念里还没有小伙爱上老头的概念，所以死都不信，小郭吱哇乱叫，被学长拖出去吊起来了孔老师把自己包装成了一个崆峒的反同斗士防住了一切男妖孽，结果没防住女妖孽,1,1,1,0
当时写青年婚育观就预料到可能会出现分歧和矛盾没有同性恋不婚不育这类群体的调研也觉得非常可惜但是毕竟我们这个阶段还是只能写写表层上的东西所以当时我只负责写第一块内容也没有出现很大的问题最难熬的是现在开始校稿看的恰好是调查结果和现状分析这一块确实看出来很多不一样的观点但是很生气的是这一块内容恰好是个男生写的文笔虽然确实不错但是陈词滥调和固步自封的观点我真的没法认同是男是女写的一眼就可以看出来忍着怒火在修改好烦,0,0,1,0
其实我现在没什么看堂堂搞同性恋的欲望了，心态更像爱看他和别的角色互动的单推～现在在车车里最有星宇的是鸣子好香草,0,0,1,0
黄萱能不能再拍点勾引同人女做饭的东西，比如男同性恋之类的，老子都要饿死了,0,0,1,0
恨同性恋也恨异性恋，大家就应该都喜欢塑料袋，还是一人一袋的夫妻制度，每个人一辈子只能用一个塑料袋，白色污染问题也可以得到很大的缓解,1,1,1,1
锕锕啊啊啊锕锕啊啊啊啊啊啊啊啊啊全世界最美的同性恋,0,0,1,0
“姐妹”给我吐槽男的都好为人师啥啥都觉得自己懂要教别人。。。我没附和搭话心想姐妹你不也是一样，多少次抢我话说的全是我老早就知道的东西。。。们内娱我老早就混过厌烦了，抖音啥的网络啥的汉服啥的我也是算最早一批的，好多次都有点懂姐风范我也难得反驳理你还真因为我是“小女孩”吗。。。当i女姐我也是老早一批当过了早毕业，我在i女的时候除了激女群体外的女的都还觉得是同性恋的意思呢。。。,0,1,1,1
美国房东因为租客是同性恋或变性人而驱逐租客被认为合法的州地图,0,1,0,0
中学男教师在办公室猥亵男生贵州山火贵州山火没上热搜，中学男教师猥亵男生上热搜。毫无疑问，男教师是同性恋，残害男学生，可恶至极。假如男生是自愿的，不应认定为猥亵行为，而是两情相悦的同性恋行为，不应该拘留。显然本案不适用此情形。,1,1,0,0
一想到们锯徒异性恋全分手、同性恋全杀了自己对象就挺幽默的。进你锯门是要修炼绝情道，不亲眼看着自己对象死不过关。老头怎么还没有收我为徒？我不搞有性恋那一套,1,1,1,1
sjxjxhshj哇同性恋！,0,0,1,0
同性恋就要学homogeneouscatalyst学完就会变成天才同性恋,0,0,1,0
而我把我的心理状态全部吐露出来的时候，父亲说这只是我不去杜绝furry和同性恋的借口而已，博取同情，给我喘息的机会。我不明白为什么。。。难道痛苦的当个你们所谓的“正常人”，你们才会开心吗。。。（家父的七宗罪）,1,1,1,1
“喜欢一个男的是异性恋，喜欢两个男的是同性恋”,0,0,0,0
拐娃失败丹麦这对同性恋企鹅收获了一只“弃儿”L让你笑坏了的微博视频,0,0,0,0
们脑缺双性恋能否分清同双有别？以双性恋名义和异性纠缠是中性积极的事情；以同性恋名义和异性纠缠就是矫正疗法，所以goldstar无关双性恋，们脑子抽了非要跑到其他类别去和别人讨论纯度然后开始自卑憎恨愤怒,1,1,1,0
天天搁那LGBT就好像这玩意代表先进似的，拉拉多种多样，有的看性向更甚于性别，人家觉得自己和钙是一派的。钙？钙还用说吗我的天！不盯着你肚子的那都是“道德完人”了。就好像钙不是男的一样。跨子这玩意到底啥德性，看看罗琳的遭遇就知道了。双性恋，国外不了解，国内场景多应用于男同骗婚洗白。微博豆瓣限定场景用于骂直女。一堆堆的政治正确，最后搞出来的就是按照性划分，你无性恋同性恋，你跨了性别钻女厕，这时候就不提裤裆里那点事了，就成了浪漫的先进的优于老钟的了。在欢呼国外政治正确之前先想想直女，也就是所谓“顺性别”女，不叠加任何buff的普通女，到底在这些政治狂欢里收获了什么。直女是什么处境，抛开了各种buff之后的女性就是什么处境。当初微博女权反对妻权优先是这样的原因：女性生来就有的权利才是属于女性身份的，而必须成为一个男人的附属物才可以得到的权利不是女性的权利。现在我依然是这样的观点。,1,1,1,0
还得是欧美人演同性恋,0,0,1,0
元宵节咯蒲蒲说我像帅T我说我去同性恋啦嘻嘻果然饿的女人能吃下一头牛说实话菲推荐的真的蛮好吃还蛮便宜的看到了保定驴肉火烧味儿的乐事妈宝女谁懂珂珂的拍立得很开心拍的很好看嘻嘻干杯祝我们都越来越好,0,0,1,0
李悄《关于同性相爱》我想问，首先每个人面对自身性取向的时候，是怎样看待？不论异性恋者，双性恋者，同性恋者，无性恋者，爱与情感就是我们本身。在我们身边，很多人对同性恋者没有足够的尊重，这是事实。社会环境的宽广与狭隘与否，看看国人对孩子是不是足够的尊重，以及对同性恋者是不是拥有宽解？多数国人对同性恋的误解是，两个男人（或者两个女人）在一起，那是乱性。对这样的误解，我这几年很多次表态，同性之间，有真正的情感，有真正的爱与被爱。但也要说清楚，身心干净的同性恋者其实并不多。所谓的“圈子”里，都是些什么人？那些，才是乱性的人。爱情只是两个人的事情。你爱一个人，这本身无关性别，性取向。喜欢与爱不同，喜欢只是单纯的好感，而爱一个人，需要责任，担当。也只有一起牵手，一起生活的那个人，才是伴侣。有异性恋者，就有同性恋者，这太正常了。社会需要正视，每个人自身需要正视.,0,0,1,0
慧剑先生超话慧剑先生子卯刑，伦理刑，见过带子卯紧挨着的八字，与家里的某长辈积怨很深。这是一种伦理刑，还有很多种也是伦理刑，如同性恋，喜欢各种刺激性的恋情，在传统道德之外。人性的某些异常的内在阴暗面，违背伦理道德，子卯刑在发挥影响，有的人表现出来很明显，有的人是知道有所修缮。,1,1,0,0
之前看到有个视频标题是“对同性恋祛魅”，说不上是什么感觉。吃了最近的瓜，感觉这本来就是伪命题。之所以有“lgbt红利”这种说法，归根结底是满足了大部分唯粉的占有欲，这些吃了“lgbt红利”的人，往往并没有承认自己属于其中的一员，而是用各种手段去引导大众相信他们的同性取向。毕竟异性恋才是大众取向，那“非异性恋”这种标签打上去立马就给自己镀一层金“我不谈恋爱”的意思，再拉个同性搞暧昧，直接升级为“天菜”，唯粉们再怎么撕cp，他们也会因为“非异性恋”“清醒”“不谈恋爱”等标签而感到安全。根本就不是对同性恋有滤镜，而是现在的人把“不想恋爱”“清醒独立”人设加在自己的偶像身上来获得精神满足，就连很多cpf都不会真正相信自己cp是同性恋，唯粉们又怎么会因为这个标签破防呢，她们只会更心甘情愿地给偶像花钱。,0,0,1,1
挺好的，同性恋和异性恋一样，都有成为土鳖的权利,0,1,0,1
跟老婆在等滴滴的间隙站出站口外面偷偷摸摸吃嘴子旁边保安亭突然出来人开始咣咣放二踢脚把我俩吓一大跳wjz说懂了这是在驱逐同性恋,1,1,1,0
做梦梦到，和之前不熟的，唯一的一次联系也是因为要化妆才联系的女性，确认了关系，我到现在都不敢相信，然后整个剧情发展就是是我自以为是把她当成了我对象，甚至还提出了分手，没想到对方一脸吃惊，回复我说这是开玩笑的，并且她也有对象。整个剧情都非常的的魔幻吧，然后我醒过来，我觉得我可能真的有点偏向同性恋的发展，虽然之前确认的自己是双，但是突然内心就产生了一种很想要恋爱的感觉，比较令人感到恐慌，但它的确发生了，感觉自己应该和别人有一些交流了。,0,0,1,0
【英同志男星夫夫热恋不退烧】曾参与美剧《美少女的谎言》的41岁英国男星JulianMorris，与同年的美国艺术家老公LandonRoss不久前才庆祝在一起20周年，最近则共同演出美国摇滚双人组MGMT与法国歌手ChristineandtheQueens合作歌曲之MV。2022年3月，这对夫夫在艾尔顿·约翰的奥斯卡奖派对上首次联袂登上红毯。而去年12月2日，Morris和Ross在IG上共同庆祝他们在一起20周年。同性婚姻超话#O网页链接##LGBT#O英同志男星夫夫热恋不退烧,0,0,0,0
微博正文卧槽吓死我了怎么回事你俩已经决定就这么疯狂地同性恋下去吗,1,1,1,0
同性恋是一种气质,0,0,0,0
看完雷迪嘎嘎的大电影又感觉自己是个同性恋了,0,1,1,1
如果第一个cha的人这样做，那后面其他歌手咋办跟着模仿吗那人人都变成同性恋了我们咋办啊我们该怎么做,1,1,1,0
我们高达真是同性恋圣地啊！（感慨）,0,0,1,1
王者荣耀超话一群同性恋再也不相信你们了,1,1,1,0
乔苓超话腐姐真有你们的我就看个痛包你们没看过但是又想嗑cp就承认了呗非得反问别人看过没笑死我了但凡看过一点都应该清楚这番是悬疑异能向的吧？在你们眼里就成没有女主的双男主同性恋番了？这么爱看两个男的谈恋爱你变性去和男的谈好咯以后乔姐激推我要是不激，这番就变成基了,1,1,1,0
认真回答个人见解的话，歧视都是次要的表象的，让人最难受的点其实是社会没有形成，政府也不鼓励去形成，对同性恋的社会关系应该如何构建的共识。说在中国同性恋是不会幸福其实是在说，在一个推崇集体主义没有充分原子化的社会，如果不按照某种既定的共识生活，就要承受巨大的外部压力,0,0,0,0
极禹超话孩子校服里掏出来的小卡片？怎么是两个男的？要管吗？现在的娃都怎么了？以前孩子都挺听话的现在怎么喜欢上两个男的？还背靠背一看就是那死同性恋！怎么回事！孩子上高中开始喜欢一些乱七八糟的东西了！家里全都摆满这两个男的东西我看着都闹心。你家娃也这样吗？不行太搞笑了我要再发一遍。。,1,1,1,1
是哪个国家要分裂我们的国家，派了个老妖婆去台湾？是哪个国家支持小日子排核废水？是哪个国家那么多总统、高官道德沦丧去什么什么岛虐童？是哪个国家举国打压一家公司？是哪个国家吸毒、同性恋都能合法？是哪个国家想抹灭中国“知廉耻”的传统美德？是哪个国家贸易战、科技封锁战针对中国？,1,1,1,0
你俩周等如同性恋就不要了死下地狱马上挣的钱补上归我,1,1,1,0
我是一个走路会坪地摔的爱幻想的双鱼座女孩哥们姐姐同性恋你素哪个星座的？紫薇星盘一下叭！,0,0,0,0
#时代峰峻#时代峰峻快推同性恋吧,0,0,1,0
已被同性恋包围,0,0,1,0
上班治好了我的同性恋,1,0,0,1
在她的博文里，她向大家介绍，一个天赋异禀、唱功绝佳的歌手是如何生不逢时、在保守时代因为在舞台上公开亲吻男吉他手而在事业巅峰时期被电视台多年封杀的（是的没错，那个时代的美国因为亲吻同性会被封杀），但正是因为有这些先行者的勇敢，才为后来欧美LGBT文化的繁盛铺了路，如果他晚出生五年，可能事业与人生就是另一番光景。那个女孩有一句话令我记忆犹新，她说Adam对她的意义，“是他赌上了全部生活在做自己”，这也是她这么多年来无论生活多么难，都始终信奉的人生信条。这么多年过去了，我直到此刻打下这句话，内心都依然会被触动。也许对于普罗大众来说，亚当参加《歌手》只是互联网上的中药热梗、是吊打内娱的看戏心态、是五旬老太守国门的段子；对于歌手本人来说，这或许只是他全球通告中最普通的一站，唱着曾唱过千遍的最平常的一首歌。但是，对于一段具体的个体人生里，他曾以刻骨铭心的姿态参与进个体生命，有形的、无形的、直接的、间接的，都与此相关，以一种特殊储存的形式留在了一个人的生命中，永远无法抹去，就像这几日我惊讶竟然有那么多人还记得那些过往，那些消息与艾特，像是穿越了十几年的光景又点亮连通了当下的恍惚而补全了记忆的地图，那里面切切实实地饱含着生活与成长、经历与爱的一个人的历史。,0,0,1,0
我望着这个微博列表里我最爱的几个人，竟然不是同性恋就是二次元，，，，，，。,0,0,1,0
好可怕的韩国同性恋,1,1,1,0
韩剧【LoveInTheBigCity大城市的爱情】预计年第三季度播出，总集数一共集，每集预计分钟剧情简介讲述关于两个室友的故事，一个是同性恋男人，另一个是异性恋女人，通过美爱的眼睛，开始了高英笨拙的爱情故事。一个否认自己性別身份的母亲和一个无法逃避社会评判的情人之间的欢笑、泪水,0,0,0,0
老天奶啊怎么是萩花姐啊好想看你俩演同性恋看脸就好般配啊,0,0,1,0
观察尾立韦、丁青子成和马赵我们不难发现，拆逆子mafia的一大特点是搞一些痛而且很有可能带有蜜汁异性恋色彩的同性恋。,1,1,0,0
我究竟怎么做你们这些同性恋才能放过我,1,1,1,0
汉江上的同性恋夫妇：他们一直在黎明时分约会。但为什么这些超级著名的偶像会在一个非常公共的空间里一起放松呢？考虑到他们知道如果有人发现，人们会有多疯狂，这没有意义。,0,0,1,0
净化可悲的同性恋，哈哈哈哈哈哈笑死了,1,1,1,1
犬猫类珍贵影像我的两个儿子不仅同性恋还跨物种虐童了作为家长怎么办挺急的,1,1,1,0
很多小朋友对婚姻都有种鄙视，就如同把女权当时尚单品一样可笑。去看一下大数据岁以上还没结婚的人只占了人群中的不到，当然我就是这之一。其中包括岁岁以上的人群大概左右也就是说个人里面可能只有不到个人是终生不婚的，（还可能是包括同性恋）。哪怕未来晚婚不婚是趋势，但人性就是面对未知是恐惧的，这个完全不婚主义的比例哪怕保守估计都很难突破半数。所以鄙视什么婚姻呢？哪怕不婚晚婚的比例可能越来越大，但终生不婚主义对于绝大多数人而言就是不现实的。认清自己的位置，处境，需求是很重要的一件事。不结婚是为了利益，结婚也是，离婚更是。不要把婚姻当作压榨，现在不是古代的包办婚姻，大多数人拥有自主权，大家都是各取所需。哪怕抱怨婚姻不幸的人，也一定是怀着能有所图进入婚姻的。我是不会去同情任何怨夫或冤妇的。更不会因为他人对婚姻的看法模糊我对婚姻的需求和目的。,0,0,1,0
笑死我了跟我当初嗑正泰一样两人都悄悄用各种同性恋元素结果还不是各有嫂子,0,1,1,1
英国因科威特伊斯兰学者奥斯曼·哈米斯反对同性恋的立场而永久禁止其入境。（来源:GlobeEyeNews）,1,1,0,0
无聊到和朋友掰扯一个半小时同性恋是先天还是后天,0,0,0,0
在我多年的洗脑下我爹终于接受了同性恋这个群体存在哎哟太不容易了不再像几年前一样直接触底反弹大声骂我脑子有病了。现在他已经能够温和的告诉我尊重这类群体但是我不行。。。。。。。。。。不是我也不是同啊我有男朋友你不是不知道吗爹。,0,0,1,0
大宝法王超话在任何关系中无论是两人或两人同一性别不同性别之间，如果关系是基于真实的和真正的爱而不只是肉体的欲望那么它是真实的。但如果这种关系是仅基于欲望或满足并没有爱，那么它是否是一个同性恋或异性恋关系仍然不会是很好。爱决定一个关系是否真实而有价值。～大宝法王噶玛巴普林斯顿大学开示,0,0,0,0
反说曲超话两个私同性恋，反,1,1,1,0
恋与深空超话真服啦，乙女游戏禁腐不是应该的吗，想玩bl去玩bl游戏啊，来乙游里找什么存在感啊，要不取消海外得了，钱是不冲的，骂是要骂的，还被人扣上歧视同性恋的帽子笑死了,1,0,1,0
我不喜欢去酒吧但很偶尔也会跟姐妹去我的爱好是在素不相识的男人面前装同性恋并在那些出于不知道什么目的、急切要添加微信的男人耳边轻轻说一句不好意思我喜欢女孩儿然后静静等待看着他们脸上精彩的表情看着他们惊讶呆住然后连连说不好意思的模样我心里暗自窃笑没办法我就是个很贱的小女孩,0,0,1,0
张佳宁直播被cpf攻击男方当时辱女歧视同性恋浏览字母。家暴自己当时的朋友。数据线抽人。就算网上帖子删干净了，大家也不至于这么没印象了吧,1,1,1,0
图一:同性恋骗婚图二:哦,1,1,0,0
我们同性恋都爱听插吸插,0,0,0,0
今天听说的最搞笑的一件事就是高中男同学说我说他是同性恋别太荒谬老弟,0,1,1,0
这辈子也没喝过如此难以下咽的药苦到我半张脸麻了我突然就理解为啥喝中药治好同性恋了就这么苦的玩意，你让我天天喝我也能给你装直女,1,1,1,0
我是同性恋去学校会影响学校风貌我觉得我应该上网课,1,0,0,1
百合电影超话#北冕电影推荐#美国电影《错误教育》同性恋女孩青春成长中的疼痛,0,0,0,0
这次跟异性恋情侣出去玩感受得尤其明显事实上这种照顾关系同样也体现在攻方爹化的同性恋当中（不知道用什么更好的词儿来形容）越来越感觉谈恋爱关系中的美好一面只存在于我的想象所以我才会觉得我的暗恋是至至至美好的只是因为其实没有相处在真正的关系中,0,0,1,0
好吧每次坐在小姨副驾我们聊的内容都大差不差！大概就是不要乱结婚，这男的算什么，那男的不错你要不要试试，你跟你那个朋友真的没可能吗？他是同性恋啦小姨,0,0,1,0
他们说内娱第一Alpha是朱亚文我同意不了一点，朱亚文怎么都像个会为了利益装A实际背地里瞧不起同性恋的死直男，非要在这一类里去选这个名额也该给胡军好不好,1,1,1,0
感觉网上的男的全都是同性恋。。。,0,1,1,0
